id;Município;Ano;COB_SUS;POP_60+;pop_60_porc;POP_TOT;POP_3059;pop_3059_porc;pop_ratio;IDH_MUN;COB_BFA;COB_SAN;LEIT_porc_MUN;MED_porc_MUN;UBS_porc_MUN;DESP_CAP;PIB_CAP
1;Arujá;2000;72.07;3333;0.05529931;60272;20886;0.35;0.401828378;0.67;;28.15;;;;63.5;
1;Arujá;2001;64.12;3555;0.057214131;62135;21862;0.35;0.409060916;;;;;;;115.69;
1;Arujá;2002;66.59;3777;0.059127413;63879;22816;0.36;0.416302697;;;;;;;81.34;9099.63
1;Arujá;2003;68.26;3996;0.060957379;65554;23755;0.36;0.423330384;;;;;;;106.22;10253.17
1;Arujá;2004;65.72;4222;0.062817098;67211;24696;0.37;0.430256952;;;;;;;143.94;12185.02
1;Arujá;2005;64.11;4465;0.064840766;68861;25643;0.37;0.43722862;;27.06;;0;0.86;0;151.44;14351.4
1;Arujá;2006;60.29;4790;0.067977975;70464;26600;0.38;0.445475704;;;;0;1.15;0;160.03;15135.27
1;Arujá;2007;57.13;5128;0.07120541;72017;27550;0.38;0.453753975;;;;0;1.01;0;215.19;16558.15
1;Arujá;2008;57.85;5490;0.074601514;73591;28508;0.39;0.461985841;;84.99;;0;0.86;0.68;262.73;20985.51
1;Arujá;2009;65.69;5876;0.078142454;75196;29475;0.39;0.470118091;;;;0;0.57;0.66;254.45;21558.5
1;Arujá;2010;66.51;6276;0.081732585;76787;30438;0.4;0.478127808;0.784;71.03;58.3;0.12;0.7;0.78;280.07;26598.86
1;Arujá;2011;64.55;6787;0.086725958;78258;31317;0.4;0.486902298;;;;0.19;0.75;0.77;335.13;28319.31
1;Arujá;2012;63.65;7312;0.091694569;79743;32192;0.4;0.495391445;;;;0.19;0.88;0.88;439.33;30284.88
1;Arujá;2013;61.81;7849;0.096643519;81216;33056;0.41;0.503656915;;;;0.18;1.06;0.86;475.19;36452.77
1;Arujá;2014;63.5;8400;0.101585459;82689;33899;0.41;0.511543252;;;;0.18;0.98;0.85;525.05;46739.63
1;Arujá;2015;64.7;8968;0.106513374;84196;34714;0.41;0.518813245;;48.87;;0.18;1.06;0.83;559.1;58323.7
1;Arujá;2016;66.65;9609;0.112187832;85651;35506;0.41;0.526730569;;;;0.28;1.06;0.93;658.51;57597.37
1;Arujá;2017;66.76;10262;0.11788221;87053;36255;0.42;0.534352636;;;;0.28;1.11;0.92;645.43;62283.11
1;Arujá;2018;65.64;10929;0.12355435;88455;36970;0.42;0.541506981;;44.76;;0.27;1.03;0.9;721.42;
1;Arujá;2019;65.16;11598;0.129119166;89824;37637;0.42;0.548127449;;;;0.27;1.16;0.89;750.09;
1;Arujá;2020;65.69;12273;0.134635848;91157;38256;0.42;0.554307404;;;;0.33;1.12;0.77;;
2;Barueri;2000;29.01;9510;0.04483565;212108;72451;0.34;0.386411639;0.705;;79.33;;;;280.28;
2;Barueri;2001;31.48;10115;0.046823935;216022;75021;0.35;0.394108008;;;;;;;301.01;
2;Barueri;2002;26.67;10717;0.048783485;219685;77579;0.35;0.401920932;;;;;;;353.83;51430.31
2;Barueri;2003;38.87;11324;0.050734085;223203;80125;0.36;0.409712235;;;;;;;335.84;62952.04
2;Barueri;2004;36.14;11957;0.05274767;226683;82694;0.36;0.417547853;;;;;;;410.61;72508.84
2;Barueri;2005;31.46;12628;0.054868802;230149;85287;0.37;0.425441779;;0;;0.32;1.43;0.7;474.92;90317.83
2;Barueri;2006;35.11;13490;0.057768813;233517;87734;0.38;0.433475935;;;;0.36;1.88;0.69;513.93;109996.19
2;Barueri;2007;35.92;14393;0.060786897;236778;90193;0.38;0.441704888;;;;0.41;2.18;0.68;644.3;123285.9
2;Barueri;2008;39.98;15368;0.06401093;240084;92679;0.39;0.45003832;;69.86;;0.92;2.86;0.62;807.1;117092.84
2;Barueri;2009;41.2;16415;0.067424915;243456;95188;0.39;0.458411376;;;;1.49;4.16;0.62;931.58;120105.49
2;Barueri;2010;40.93;17496;0.070891985;246798;97698;0.4;0.466754188;0.786;63.14;90.95;1.55;4.62;0.65;1032.41;124839.18
2;Barueri;2011;39.38;18809;0.075269721;249888;100037;0.4;0.475597067;;;;1.53;3.62;0.64;1375.59;141865.03
2;Barueri;2012;38.49;20155;0.079661513;253008;102385;0.4;0.484332511;;;;1.51;3.51;0.63;1483.71;161221.38
2;Barueri;2013;35.61;21541;0.084111675;256100;104709;0.41;0.492971496;;;;1.49;4.1;0.62;1864.57;176923.91
2;Barueri;2014;30.56;22969;0.088616679;259195;106966;0.41;0.501302108;;;;1.55;4.3;0.62;2060.14;181938.79
2;Barueri;2015;33.39;24442;0.093162067;262360;109119;0.42;0.509075316;;41.51;;1.41;3.74;0.61;2261.08;188743.69
2;Barueri;2016;38.91;26124;0.098426621;265416;111054;0.42;0.516841487;;;;1.32;3.04;0.6;2409.34;184361.92
2;Barueri;2017;24.12;27839;0.10373713;268361;112895;0.42;0.524420463;;;;1.31;3.65;0.6;2537.75;184656.2
2;Barueri;2018;6.83;29586;0.109050297;271306;114624;0.42;0.531540032;;67.98;;1.3;4.01;0.63;2587.35;
2;Barueri;2019;4.24;31350;0.11434011;274182;116222;0.42;0.538226434;;;;1.29;4.5;0.66;3036.59;
2;Barueri;2020;4.53;33127;0.11959983;276982;117693;0.42;0.544511918;;;;1.52;4.07;0.72;;
3;Biritiba-Mirim;2000;87.31;2070;0.08245041;25106;8117;0.32;0.405759579;0.603;;43.48;;;;100.89;
3;Biritiba-Mirim;2001;88.13;2162;0.084525764;25578;8419;0.33;0.413675815;;;;;;;117.8;
3;Biritiba-Mirim;2002;87.26;2253;0.086583913;26021;8720;0.34;0.421697859;;;;;;;127.52;7008.04
3;Biritiba-Mirim;2003;91.67;2345;0.088674608;26445;9024;0.34;0.429911136;;;;;;;145.52;7424.79
3;Biritiba-Mirim;2004;91.28;2443;0.090936162;26865;9329;0.35;0.438190955;;;;;;;179.08;7637.03
3;Biritiba-Mirim;2005;90.1;2549;0.093424718;27284;9637;0.35;0.446635391;;12.97;;0.51;1.25;2.2;197.92;7981.85
3;Biritiba-Mirim;2006;89.97;2681;0.096821957;27690;9855;0.36;0.452726616;;;;0.51;1.19;2.17;202.06;8457.04
3;Biritiba-Mirim;2007;89.37;2824;0.100555476;28084;10074;0.36;0.459265062;;;;0.5;1.35;2.49;243.91;9686.95
3;Biritiba-Mirim;2008;88.05;2977;0.104518485;28483;10292;0.36;0.465856827;;40.82;;0.49;1.3;2.46;254.93;9295.82
3;Biritiba-Mirim;2009;86.69;3141;0.108722741;28890;10510;0.36;0.472516442;;;;0.48;1.35;2.08;256.15;11210.35
3;Biritiba-Mirim;2010;85.07;3314;0.11313283;29293;10728;0.37;0.479363671;0.712;84.89;70.34;0.48;1.3;2.05;257.7;11207.35
3;Biritiba-Mirim;2011;88.67;3440;0.115957662;29666;11019;0.37;0.487392975;;;;0;1.45;2.36;355.54;12722.87
3;Biritiba-Mirim;2012;88.87;3572;0.118900206;30042;11310;0.38;0.495373144;;;;0;1.23;2.33;273;13483.63
3;Biritiba-Mirim;2013;87.83;3712;0.122041031;30416;11598;0.38;0.503353498;;;;0;1.32;1.97;406.81;18963.1
3;Biritiba-Mirim;2014;87.86;3858;0.125304492;30789;11875;0.39;0.510994186;;;;0;1.3;1.95;461.86;23751.67
3;Biritiba-Mirim;2015;88.6;4015;0.128805621;31171;12143;0.39;0.51836643;;61.03;;0;1.25;1.92;295.19;23685.2
3;Biritiba-Mirim;2016;89.71;4154;0.13170577;31540;12446;0.39;0.526315789;;;;0;1.24;2.22;528.8;24683.79
3;Biritiba-Mirim;2017;89.42;4297;0.134719087;31896;12739;0.4;0.53411086;;;;0;1.38;2.19;598.21;22587.18
3;Biritiba-Mirim;2018;89.51;4448;0.137918204;32251;13018;0.4;0.541564603;;50.4;;0;1.27;1.86;490.69;
3;Biritiba-Mirim;2019;90.75;4605;0.141266335;32598;13290;0.41;0.548960059;;;;0;0.83;1.23;539.47;
3;Biritiba-Mirim;2020;90.83;4761;0.144553073;32936;13537;0.41;0.555562303;;;;0;1;1.52;;
4;Caieiras;2000;75.11;4068;0.056087136;72530;26156;0.36;0.416710327;0.687;;71.56;;;;89.79;
4;Caieiras;2001;76.12;4294;0.057749983;74355;27145;0.37;0.422822944;;;;;;;81.19;
4;Caieiras;2002;74.69;4515;0.05935869;76063;28116;0.37;0.428999645;;;;;;;106.15;9025.66
4;Caieiras;2003;74.93;4733;0.060911419;77703;29079;0.37;0.435144074;;;;;;;116.36;10424.71
4;Caieiras;2004;69.96;4967;0.062615821;79325;30042;0.38;0.441336275;;;;;;;149.98;11629.78
4;Caieiras;2005;65.8;5216;0.064442001;80941;31012;0.38;0.447585278;;91.42;;0.36;0.46;0.99;145.72;12752.74
4;Caieiras;2006;62.84;5528;0.066997128;82511;32039;0.39;0.45529687;;;;0.35;0.38;1.09;155.77;13518.25
4;Caieiras;2007;58.1;5854;0.069663938;84032;33061;0.39;0.463097391;;;;0.27;0.84;0.95;185.1;14584.58
4;Caieiras;2008;57.2;6211;0.072581305;85573;34091;0.4;0.470966309;;44.92;;0.27;0.88;1.29;231.11;15932.2
4;Caieiras;2009;57.45;6596;0.075689942;87145;35127;0.4;0.478776751;;;;0.24;0.79;1.26;214.35;16348.16
4;Caieiras;2010;61.67;6991;0.078813569;88703;36165;0.41;0.48652244;0.781;99.83;86.5;0.24;0.97;1.24;235.69;23138.09
4;Caieiras;2011;62.66;7432;0.082445864;90144;37049;0.41;0.493443823;;;;0.23;1;1.33;259.06;23263.18
4;Caieiras;2012;60.1;7888;0.086115417;91598;37927;0.41;0.500174676;;;;0.23;1.05;1.31;333.68;27205.59
4;Caieiras;2013;60.54;8356;0.089810834;93040;38808;0.42;0.506921754;;;;0.23;1.11;1.29;377.48;29193.02
4;Caieiras;2014;59.71;8844;0.093605131;94482;39657;0.42;0.513335873;;;;0.17;1.06;1.16;396.15;43188.05
4;Caieiras;2015;61.55;9344;0.097375935;95958;40469;0.42;0.519112528;;96.7;;0.17;1.08;1.15;455.44;29315.97
4;Caieiras;2016;65.21;9906;0.101722066;97383;41322;0.42;0.526046641;;;;0.16;1.02;1.03;437.21;32172.9
4;Caieiras;2017;65.49;10481;0.10613026;98756;42134;0.43;0.532777755;;;;0.27;1;1.42;451.01;34135.87
4;Caieiras;2018;67.37;11067;0.11052742;100129;42909;0.43;0.539064607;;81.96;;0.27;1.17;1.3;654.92;
4;Caieiras;2019;68.35;11662;0.114930521;101470;43635;0.43;0.544959101;;;;0.27;1.04;1.28;725.06;
4;Caieiras;2020;68.98;12260;0.119289711;102775;44299;0.43;0.550318657;;;;0.36;1.26;1.26;;
5;Cajamar;2000;47.44;2707;0.052365845;51694;17375;0.34;0.388478353;0.634;;68.83;;;;172.8;
5;Cajamar;2001;51.14;2856;0.053606622;53277;18153;0.34;0.394335267;;;;;;;233.12;
5;Cajamar;2002;50.93;3001;0.054803777;54759;18916;0.35;0.400244709;;;;;;;264.94;33750.32
5;Cajamar;2003;48.47;3145;0.055978783;56182;19669;0.35;0.40607312;;;;;;;298.09;40177.41
5;Cajamar;2004;60.53;3298;0.057267881;57589;20422;0.35;0.411884214;;;;;;;300.86;37106.1
5;Cajamar;2005;62.78;3464;0.058720822;58991;21184;0.36;0.417826448;;0;;1.2;1.15;1.19;377.83;39866.26
5;Cajamar;2006;65.21;3631;0.060162709;60353;22003;0.36;0.424734479;;;;1.18;0.98;1.33;375.04;47988.41
5;Cajamar;2007;57.43;3808;0.061746011;61672;22814;0.37;0.431670774;;;;1.15;1.48;1.46;496.92;61220.47
5;Cajamar;2008;53.23;4004;0.063545469;63010;23638;0.38;0.438692271;;42.61;;1.13;1.52;1.43;460.08;68615.54
5;Cajamar;2009;51.71;4214;0.065462228;64373;24472;0.38;0.445621612;;;;1.1;1.55;1.4;485.12;68037.34
5;Cajamar;2010;47.31;4435;0.067478129;65725;25305;0.39;0.452491442;0.728;36.72;71.71;1.08;1.35;1.37;576.88;85339.71
5;Cajamar;2011;62.31;4685;0.069951474;66975;26073;0.39;0.459245987;;;;1.06;1.13;1.34;670.95;94924.01
5;Cajamar;2012;59.34;4948;0.07251198;68237;26839;0.39;0.46583232;;;;1.04;1.13;1.76;799.59;105773.47
5;Cajamar;2013;58.76;5217;0.075077711;69488;27598;0.4;0.472239811;;;;1.02;1.15;1.73;1076.57;117776.58
5;Cajamar;2014;56.5;5495;0.077679922;70739;28342;0.4;0.478335854;;;;1;1.1;1.7;1070.27;151417.66
5;Cajamar;2015;58.15;5788;0.080366565;72020;29059;0.4;0.483851708;;46.97;;0.99;1.21;1.67;1127.66;158957.65
5;Cajamar;2016;58.2;6119;0.083528994;73256;29763;0.41;0.489816534;;;;0.75;1.23;1.64;986.25;185163.42
5;Cajamar;2017;54.89;6464;0.08682687;74447;30431;0.41;0.495587465;;;;0.74;1.11;0.54;1018.66;203880.94
5;Cajamar;2018;56.6;6812;0.090060552;75638;31076;0.41;0.50091224;;46.87;;0.73;1;0.53;903.59;
5;Cajamar;2019;55.33;7165;0.093293056;76801;31679;0.41;0.505774664;;;;0.64;1.72;1.43;1247.68;
5;Cajamar;2020;56.22;7522;0.096517566;77934;32242;0.41;0.510226602;;;;0.32;1.69;1.41;;
6;Carapicuíba;2000;84.8;17495;0.049853531;350928;121602;0.35;0.396369056;0.644;;73.59;;;;28.69;
6;Carapicuíba;2001;84.09;18469;0.052160381;354081;124303;0.35;0.403218473;;;;;;;36.2;
6;Carapicuíba;2002;83.57;19441;0.054451854;357031;127055;0.36;0.410317311;;;;;;;55.89;3540.68
6;Carapicuíba;2003;81.44;20432;0.056776847;359865;129844;0.36;0.41758993;;;;;;;58.55;4029.06
6;Carapicuíba;2004;78.28;21472;0.059205828;362667;132674;0.37;0.425034536;;;;;;;60.05;4274.58
6;Carapicuíba;2005;76;22593;0.061820719;365460;135555;0.37;0.432736825;;0;;0.05;0.21;0;79.83;4597.98
6;Carapicuíba;2006;72.19;23890;0.064887974;368173;138243;0.38;0.440371782;;;;0.05;0.25;0;108.65;4986.26
6;Carapicuíba;2007;68.48;25269;0.068147433;370799;140977;0.38;0.44834533;;;;0.05;0.22;0;108.38;5579.63
6;Carapicuíba;2008;64.32;26773;0.071688686;373462;143737;0.38;0.456565862;;29.72;;0.05;0.32;0.32;124.95;6246.19
6;Carapicuíba;2009;63.55;28386;0.075458958;376178;146511;0.39;0.464931495;;;;0.05;0.59;0.35;142.07;7283.06
6;Carapicuíba;2010;62.23;30065;0.079354396;378870;149293;0.39;0.473402486;0.749;49.85;81.19;0.04;0.55;0.34;176.08;8122.21
6;Carapicuíba;2011;61.35;31872;0.083574794;381359;151813;0.4;0.481659014;;;;0.04;0.61;0.34;200.43;9191.65
6;Carapicuíba;2012;60.88;33736;0.087883461;383872;154334;0.4;0.489928935;;;;0.04;0.5;0.34;262.19;10064.45
6;Carapicuíba;2013;59.13;35668;0.092317329;386363;156816;0.41;0.498194703;;;;0.04;0.56;0.36;289.85;11656.4
6;Carapicuíba;2014;58.99;37671;0.096876728;388855;159185;0.41;0.506245259;;;;0.04;0.56;0.39;277.41;12590.29
6;Carapicuíba;2015;61.59;39743;0.101539326;391405;161388;0.41;0.513869266;;68.53;;0.09;0.54;0.38;319.04;13222.66
6;Carapicuíba;2016;64.19;41627;0.105687961;393867;163336;0.41;0.520386323;;;;0.09;0.5;0.41;271.26;13550.85
6;Carapicuíba;2017;64.83;43578;0.109979078;396239;165155;0.42;0.526785602;;;;0.09;0.49;0.4;262.74;14170.39
6;Carapicuíba;2018;65.79;45579;0.114344561;398611;166814;0.42;0.532832762;;66.32;;0.09;0.48;0.4;330.12;
6;Carapicuíba;2019;66.76;47617;0.118767257;400927;168302;0.42;0.538549412;;;;0.08;0.5;0.4;371.88;
6;Carapicuíba;2020;67.02;49682;0.123224442;403183;169620;0.42;0.543926703;;;;0.08;0.63;0.4;;
7;Cotia;2000;67.12;8728;0.057525507;151724;53673;0.35;0.411279692;0.693;;50.14;;;;65.85;
7;Cotia;2001;66.01;9332;0.059111553;157871;56534;0.36;0.417214055;;;;;;;102.82;
7;Cotia;2002;66.8;9923;0.060645138;163624;59306;0.36;0.423098079;;;;;;;136.27;13873.43
7;Cotia;2003;70.55;10509;0.062128656;169149;62025;0.37;0.428817197;;;;;;;146.89;15517.37
7;Cotia;2004;69.33;11116;0.063660781;174613;64744;0.37;0.434446462;;;;;;;154.81;18442.3
7;Cotia;2005;66.31;11758;0.065301543;180057;67480;0.37;0.440071755;;29.81;;0.78;1.04;0.28;173.27;20634.1
7;Cotia;2006;64.52;12600;0.067980965;185346;70641;0.38;0.449111392;;;;0.68;1.13;0.27;202.54;21281.28
7;Cotia;2007;62.13;13468;0.070710041;190468;73773;0.39;0.458034946;;;;0.53;1.44;0.26;234.88;23792.42
7;Cotia;2008;61.48;14404;0.0736175;195660;76936;0.39;0.466830216;;36.72;;0;0.67;1.12;279.42;28629.51
7;Cotia;2009;61.24;15415;0.076708716;200955;80125;0.4;0.475429823;;;;0;0.67;1.14;291.02;33658.73
7;Cotia;2010;60.98;16455;0.079799616;206204;83314;0.4;0.483836395;0.78;55.23;52.94;0;0.62;0.97;320.66;33871.44
7;Cotia;2011;59.45;17653;0.083641308;211056;86117;0.41;0.491670457;;;;0;0.64;1.04;375.86;38828.86
7;Cotia;2012;58.05;18883;0.087439108;215956;88933;0.41;0.499249847;;;;0;0.58;1.16;493.44;41133.42
7;Cotia;2013;57.74;20144;0.091226513;220813;91719;0.42;0.506596079;;;;0;0.5;1.18;492.99;44364.48
7;Cotia;2014;58.07;21448;0.095040169;225673;94436;0.42;0.513504052;;;;0;0.58;1.29;512.93;47896.5
7;Cotia;2015;59.75;22798;0.098844545;230645;97089;0.42;0.519790154;;44.76;;0;0.65;1.21;519.91;47354.48
7;Cotia;2016;64.5;24353;0.103434362;235444;99507;0.42;0.526069893;;;;0;0.69;1.19;489.41;47737.09
7;Cotia;2017;66.12;25934;0.108027275;240069;101805;0.42;0.532092857;;;;0;0.63;1.17;537.66;49521.7
7;Cotia;2018;66.56;27546;0.112573255;244694;104003;0.43;0.537606153;;60.58;;0;0.58;1.14;531.3;
7;Cotia;2019;66.22;29172;0.117057903;249210;106069;0.43;0.542678865;;;;0;0.55;1.16;615.5;
7;Cotia;2020;66.67;30799;0.12144333;253608;107990;0.43;0.547257973;;;;0.14;0.59;1.14;;
8;Diadema;2000;60.45;18432;0.051171855;360198;126872;0.35;0.403400352;0.528;;92.22;;;;201.54;
8;Diadema;2001;63.32;19300;0.052990824;364214;130328;0.36;0.410824405;;;;;;;180.91;
8;Diadema;2002;70.07;20175;0.054827541;367972;133807;0.36;0.418461187;;;;;;;177.85;11937.26
8;Diadema;2003;68.99;21065;0.056690197;371581;137306;0.37;0.426208552;;;;;;;239.8;13688.58
8;Diadema;2004;62.24;22002;0.058648384;375151;140851;0.38;0.434099869;;;;;;;270.2;15856.06
8;Diadema;2005;58.53;23015;0.060772416;378708;144447;0.38;0.44219293;;29.94;;0.46;0.8;0.5;301.01;18868.29
8;Diadema;2006;55.13;24243;0.063436282;382163;147367;0.39;0.449049228;;;;0.58;0.78;0.52;341.76;19611.24
8;Diadema;2007;52.26;25551;0.066278608;385509;150333;0.39;0.456238376;;;;0.58;1.02;0.52;370.27;22278.51
8;Diadema;2008;50.18;26985;0.069387839;388901;153334;0.39;0.463662989;;33.46;;0.64;1.12;0.54;483.38;24154.17
8;Diadema;2009;51.08;28529;0.072711286;392360;156352;0.4;0.471202467;;;;0.71;1.21;0.51;517.37;24562.49
8;Diadema;2010;50.23;30221;0.076356341;395789;159313;0.4;0.478876371;0.757;55.77;96.55;0.71;1.14;0.53;531.83;27731.29
8;Diadema;2011;50.5;32041;0.080311511;398959;162227;0.41;0.486937254;;;;0.71;1.04;0.53;607.61;30068.2
8;Diadema;2012;51.65;33920;0.084344539;402160;165147;0.41;0.49499453;;;;0.93;0.99;0.55;697.13;30767.76
8;Diadema;2013;50.83;35868;0.088490204;405333;168023;0.41;0.503020973;;;;0.9;0.98;0.54;771.07;33775.65
8;Diadema;2014;51.42;37890;0.092752162;408508;170794;0.42;0.510844341;;;;0.87;0.95;0.54;761.02;35643.83
8;Diadema;2015;53.99;39975;0.097084195;411756;173393;0.42;0.518190385;;60.33;;0.86;0.91;0.51;804.31;34523.84
8;Diadema;2016;56.7;42204;0.101723103;414891;175596;0.42;0.524957157;;;;0.83;0.98;0.51;885.46;33728.25
8;Diadema;2017;57.23;44504;0.106491319;417912;177668;0.43;0.531623883;;;;0.8;1.03;0.53;892.42;33572.88
8;Diadema;2018;56.57;46855;0.111311987;420934;179562;0.43;0.537891926;;81.39;;0.82;0.98;0.52;906.41;
8;Diadema;2019;57.26;49237;0.116156779;423884;181273;0.43;0.543804437;;;;0.81;1.02;0.52;952.2;
8;Diadema;2020;57.34;51642;0.121010317;426757;182802;0.43;0.549361815;;;;0.82;1.09;0.52;;
9;Embu das Artes;2000;78.94;8485;0.040122187;211479;70655;0.33;0.374221554;0.63;;57.82;;;;61.19;
9;Embu das Artes;2001;75.31;9111;0.042297265;215404;73073;0.34;0.381534233;;;;;;;87.75;
9;Embu das Artes;2002;74.86;9733;0.044427302;219077;75485;0.34;0.388986521;;;;;;;95.58;6098.97
9;Embu das Artes;2003;76.73;10363;0.046553312;222605;77887;0.35;0.396442128;;;;;;;100.72;7326.87
9;Embu das Artes;2004;78.61;11020;0.048740789;226094;80314;0.36;0.403964723;;;;;;;117.47;7245.44
9;Embu das Artes;2005;76.64;11721;0.0510561;229571;82772;0.36;0.411606867;;28.4;;0.3;0.55;0.61;124.83;8200.81
9;Embu das Artes;2006;75.44;12608;0.054123667;232948;85281;0.37;0.420218246;;;;0.3;0.58;0.6;145.68;8921.8
9;Embu das Artes;2007;74.11;13536;0.057303;236218;87810;0.37;0.429035891;;;;0.3;0.65;0.64;195.53;10911.94
9;Embu das Artes;2008;72.68;14529;0.060655272;239534;90373;0.38;0.437942004;;43.4;;0.31;0.75;0.67;218.05;11650.75
9;Embu das Artes;2009;71.9;15583;0.064150275;242914;92961;0.38;0.446841269;;;;0.31;0.7;0.58;226.14;16021.63
9;Embu das Artes;2010;71.84;16678;0.067723518;246266;95545;0.39;0.45569831;0.735;66.12;72.78;0.33;0.73;0.57;258.89;18227.22
9;Embu das Artes;2011;70.59;17849;0.071578095;249364;97784;0.39;0.463711683;;;;0.33;0.7;0.52;309.14;21299.23
9;Embu das Artes;2012;70.47;19052;0.075455557;252493;100041;0.4;0.471668522;;;;0.3;0.72;0.59;385.44;24123.64
